microRNA,disease,disease_id
hsa-let-7b,colorectal cancer,114500
hsa-mir-139,colorectal cancer,114500
hsa-mir-143,colorectal cancer,114500
hsa-mir-145,colorectal cancer,114500
hsa-mir-155,colorectal cancer,114500
hsa-mir-17,colorectal cancer,114500
hsa-mir-182,colorectal cancer,114500
hsa-mir-191,colorectal cancer,114500
hsa-mir-202,colorectal cancer,114500
hsa-mir-21,colorectal cancer,114500
hsa-mir-30a,colorectal cancer,114500
hsa-mir-338,colorectal cancer,114500
hsa-mir-4282,colorectal cancer,114500
hsa-mir-429,colorectal cancer,114500
hsa-mir-451,colorectal cancer,114500
hsa-mir-625,colorectal cancer,114500
hsa-mir-93,colorectal cancer,114500
hsa-mir-95,colorectal cancer,114500
hsa-mir-1,coronary artery disease,168820
hsa-mir-221,coronary artery disease,168820
hsa-mir-222,coronary artery disease,168820
hsa-mir-19a,Cowden Syndrome,158350
hsa-mir-21,Cowden Syndrome,158350
hsa-mir-155,cutaneous t-cell lymphoma,608856
hsa-mir-154,dermatomyositis ,603277
hsa-mir-210,dermatomyositis ,603277
hsa-mir-369,dermatomyositis ,603277
hsa-mir-409,dermatomyositis ,603277
hsa-mir-30a,dermatomyositis ,603277
hsa-mir-379,dermatomyositis ,603277
hsa-mir-146b,dermatomyositis ,603277
hsa-mir-148a,dermatomyositis ,603277
hsa-mir-452,dermatomyositis ,603277
hsa-mir-155,dermatomyositis ,603277
hsa-mir-335,dermatomyositis ,603277
hsa-mir-299,dermatomyositis ,603277
hsa-mir-487b,dermatomyositis ,603277
hsa-mir-221,dermatomyositis ,603277
hsa-mir-199a,dermatomyositis ,603277
hsa-mir-223,dermatomyositis ,603277
hsa-mir-214,dermatomyositis ,603277
hsa-mir-495,dermatomyositis ,603277
hsa-mir-501,dermatomyositis ,603277
hsa-mir-99b,dermatomyositis ,603277
hsa-mir-130a,dermatomyositis ,603277
hsa-mir-381,dermatomyositis ,603277
hsa-mir-382,dermatomyositis ,603277
hsa-mir-199a*,dermatomyositis ,603277
hsa-mir-34a,dermatomyositis ,603277
hsa-mir-199b,dermatomyositis ,603277
hsa-mir-362,dermatomyositis ,603277
hsa-mir-368,dermatomyositis ,603277
hsa-mir-148b,dermatomyositis ,603277
hsa-mir-222,dermatomyositis ,603277
hsa-mir-132,dermatomyositis ,603277
hsa-mir-21,dermatomyositis ,603277
hsa-mir-377,diabetic nephropathy,603933
hsa-mir-510,diarrhea predominant irritable bowel syndrome ,614616
hsa-mir-10a,diffuse large B-cell lymphoma,109565
hsa-mir-155,diffuse large B-cell lymphoma,109565
hsa-mir-21,diffuse large B-cell lymphoma,109565
hsa-mir-10a,diffuse large B-cell lymphoma ,109565
hsa-let-7e,diffuse large B-cell lymphoma ,109565
hsa-mir-151,diffuse large B-cell lymphoma ,109565
hsa-mir-210,diffuse large B-cell lymphoma ,109565
hsa-mir-17,diffuse large B-cell lymphoma ,109565
hsa-mir-155,diffuse large B-cell lymphoma ,109565
hsa-mir-320,diffuse large B-cell lymphoma ,109565
hsa-mir-127,diffuse large B-cell lymphoma ,109565
hsa-mir-328,diffuse large B-cell lymphoma ,109565
hsa-mir-17-92,diffuse large B-cell lymphoma ,109565
hsa-mir-143,diffuse large B-cell lymphoma ,109565
hsa-mir-106a,diffuse large B-cell lymphoma ,109565
hsa-mir-139,diffuse large B-cell lymphoma ,109565
hsa-mir-95,diffuse large B-cell lymphoma ,109565
hsa-mir-221,diffuse large B-cell lymphoma ,109565
hsa-mir-145,diffuse large B-cell lymphoma ,109565
hsa-mir-99a,diffuse large B-cell lymphoma ,109565
hsa-mir-21,diffuse large B-cell lymphoma ,109565
hsa-mir-149,diffuse large B-cell lymphoma ,109565
hsa-mir-150,diffuse large B-cell lymphoma ,109565
hsa-mir-802,Down syndrome ,190685
hsa-mir-125b-2,Down syndrome ,190685
hsa-mir-155,Down syndrome ,190685
hsa-mir-99a,Down syndrome ,190685
hsa-let-7c,Down syndrome ,190685
hsa-mir-382,Duchenne muscular dystrophy ,310200
hsa-mir-368,Duchenne muscular dystrophy ,310200
hsa-mir-134,Duchenne muscular dystrophy ,310200
hsa-mir-210,Duchenne muscular dystrophy ,310200
hsa-mir-369,Duchenne muscular dystrophy ,310200
hsa-mir-409,Duchenne muscular dystrophy ,310200
hsa-mir-423,Duchenne muscular dystrophy ,310200
hsa-mir-30a,Duchenne muscular dystrophy ,310200
hsa-mir-30a,Duchenne muscular dystrophy ,310200
hsa-mir-30e,Duchenne muscular dystrophy ,310200
hsa-mir-154,Duchenne muscular dystrophy ,310200
hsa-mir-30b,Duchenne muscular dystrophy ,310200
hsa-mir-30c,Duchenne muscular dystrophy ,310200
hsa-mir-30d,Duchenne muscular dystrophy ,310200
hsa-mir-376a,Duchenne muscular dystrophy ,310200
hsa-mir-222,Duchenne muscular dystrophy ,310200
hsa-mir-193b,Duchenne muscular dystrophy ,310200
hsa-mir-26a,Duchenne muscular dystrophy ,310200
hsa-mir-379,Duchenne muscular dystrophy ,310200
hsa-mir-101,Duchenne muscular dystrophy ,310200
hsa-mir-146b,Duchenne muscular dystrophy ,310200
hsa-mir-148a,Duchenne muscular dystrophy ,310200
hsa-mir-432,Duchenne muscular dystrophy ,310200
hsa-mir-127,Duchenne muscular dystrophy ,310200
hsa-mir-92,Duchenne muscular dystrophy ,310200
hsa-mir-155,Duchenne muscular dystrophy ,310200
hsa-mir-331,Duchenne muscular dystrophy ,310200
hsa-mir-335,Duchenne muscular dystrophy ,310200
hsa-mir-299,Duchenne muscular dystrophy ,310200
hsa-mir-299,Duchenne muscular dystrophy ,310200
hsa-mir-29a,Duchenne muscular dystrophy ,310200
hsa-mir-452,Duchenne muscular dystrophy ,310200
hsa-mir-485,Duchenne muscular dystrophy ,310200
hsa-mir-486,Duchenne muscular dystrophy ,310200
hsa-mir-487b,Duchenne muscular dystrophy ,310200
hsa-mir-493,Duchenne muscular dystrophy ,310200
hsa-mir-95,Duchenne muscular dystrophy ,310200
hsa-mir-221,Duchenne muscular dystrophy ,310200
hsa-mir-199a,Duchenne muscular dystrophy ,310200
hsa-mir-214,Duchenne muscular dystrophy ,310200
hsa-mir-495,Duchenne muscular dystrophy ,310200
hsa-mir-518a-2*,Duchenne muscular dystrophy ,310200
hsa-mir-130a,Duchenne muscular dystrophy ,310200
hsa-mir-197,Duchenne muscular dystrophy ,310200
hsa-mir-381,Duchenne muscular dystrophy ,310200
hsa-mir-29b,Duchenne muscular dystrophy ,310200
hsa-mir-199a*,Duchenne muscular dystrophy ,310200
hsa-mir-34a,Duchenne muscular dystrophy ,310200
hsa-mir-29c,Duchenne muscular dystrophy ,310200
hsa-mir-22,Duchenne muscular dystrophy ,310200
hsa-mir-199b,Duchenne muscular dystrophy ,310200
hsa-mir-181d,Duchenne muscular dystrophy ,310200
hsa-mir-361,Duchenne muscular dystrophy ,310200
hsa-mir-21,Duchenne muscular dystrophy ,310200
hsa-mir-101,endometrial cancer,603933
hsa-mir-106a,endometrial cancer,608089
hsa-mir-106b,endometrial cancer,608089
hsa-mir-10b,endometrial cancer,608089
hsa-mir-130a,endometrial cancer,608089
hsa-mir-130b,endometrial cancer,608089
hsa-mir-134,endometrial cancer,608089
hsa-mir-143,endometrial cancer,608089
hsa-mir-145,endometrial cancer,608089
hsa-mir-152,endometrial cancer,608089
hsa-mir-155,endometrial cancer,608089
hsa-mir-182,endometrial cancer,608089
hsa-mir-200b,endometrial cancer,608089
hsa-mir-200c,endometrial cancer,608089
hsa-mir-204,endometrial cancer,608089
hsa-mir-205,endometrial cancer,608089
hsa-mir-21,endometrial cancer,608089
hsa-mir-222,endometrial cancer,608089
hsa-mir-223,endometrial cancer,608089
hsa-mir-25,endometrial cancer,608089
hsa-mir-301a,endometrial cancer,608089
hsa-mir-301b,endometrial cancer,603933
hsa-mir-30c,endometrial cancer,608089
hsa-mir-340,endometrial cancer,608089
hsa-mir-34a,endometrial cancer,608089
hsa-mir-34c,endometrial cancer,608089
hsa-mir-372,endometrial cancer,608089
hsa-mir-424,endometrial cancer,608089
hsa-mir-449a,endometrial cancer,608089
hsa-mir-495,endometrial cancer,608089
hsa-mir-505,endometrial cancer,608089
hsa-mir-543,endometrial cancer,608089
hsa-mir-887,endometrial cancer,608089
hsa-mir-92a,endometrial cancer,608089
hsa-mir-93,endometrial cancer,608089
hsa-mir-99a,endometrial cancer,608089
hsa-mir-200c,endometrial cancer,608089
hsa-mir-34b,endometrial cancer,608089
hsa-mir-142,endometriosis,131200
hsa-mir-223,endometriosis,131200
hsa-mir-29c,endometriosis,131200
hsa-mir-34c,endometriosis,131200
hsa-mir-365,endometriosis,131200
hsa-mir-424,endometriosis,131200
hsa-mir-99a,endometriosis,131200
hsa-mir-99b,endometriosis,131200
hsa-mir-1,endometriosis,131200
hsa-mir-100,endometriosis,131200
hsa-mir-125a,endometriosis,131200
hsa-mir-125b,endometriosis,131200
hsa-mir-126,endometriosis,131200
hsa-mir-141,endometriosis,131200
hsa-mir-143,endometriosis,131200
hsa-mir-145,endometriosis,131200
hsa-mir-150,endometriosis,131200
hsa-mir-196b,endometriosis,131200
hsa-mir-200a,endometriosis,131200
hsa-mir-200b,endometriosis,131200
hsa-mir-20a,endometriosis,131200
hsa-mir-194,endometriosis,131200
hsa-mir-124a,epithelial ovarian cancer,167000
hsa-mir-192,epithelial ovarian cancer,167000
hsa-mir-193a,epithelial ovarian cancer,167000
hsa-mir-372,epithelial ovarian cancer,167000
hsa-mir-373,epithelial ovarian cancer,167000
hsa-mir-7,epithelial ovarian cancer,167000
hsa-mir-302c,epithelial ovarian cancer ,167000
hsa-let-7d,epithelial ovarian cancer ,167000
hsa-mir-125a,epithelial ovarian cancer ,167000
hsa-mir-152,epithelial ovarian cancer ,167000
hsa-mir-133a,epithelial ovarian cancer ,167000
hsa-mir-134,epithelial ovarian cancer ,167000
hsa-mir-419,epithelial ovarian cancer ,167000
hsa-mir-184,epithelial ovarian cancer ,167000
hsa-mir-200a,epithelial ovarian cancer ,167000
hsa-mir-200b,epithelial ovarian cancer ,167000
hsa-mir-374,epithelial ovarian cancer ,167000
hsa-mir-376a,epithelial ovarian cancer ,167000
hsa-mir-376b,epithelial ovarian cancer ,167000
hsa-mir-377,epithelial ovarian cancer ,167000
hsa-mir-200c,epithelial ovarian cancer ,167000
hsa-mir-26a,epithelial ovarian cancer ,167000
hsa-mir-26b,epithelial ovarian cancer ,167000
hsa-mir-125b-1,epithelial ovarian cancer ,167000
hsa-mir-100,epithelial ovarian cancer ,167000
hsa-mir-101,epithelial ovarian cancer ,167000
hsa-mir-147,epithelial ovarian cancer ,167000
hsa-mir-103,epithelial ovarian cancer ,167000
hsa-mir-105,epithelial ovarian cancer ,167000
hsa-mir-432,epithelial ovarian cancer ,167000
hsa-mir-9,epithelial ovarian cancer ,167000
hsa-mir-126,epithelial ovarian cancer ,167000
hsa-mir-140,epithelial ovarian cancer ,167000
hsa-mir-141,epithelial ovarian cancer ,167000
hsa-mir-155,epithelial ovarian cancer ,167000
hsa-mir-331,epithelial ovarian cancer ,167000
hsa-mir-143,epithelial ovarian cancer ,167000
hsa-mir-211,epithelial ovarian cancer ,167000
hsa-mir-495,epithelial ovarian cancer ,167000
hsa-mir-127,epithelial ovarian cancer ,167000
hsa-mir-337,epithelial ovarian cancer ,167000
hsa-let-7a,epithelial ovarian cancer ,167000
hsa-mir-199a,epithelial ovarian cancer ,167000
hsa-mir-214,epithelial ovarian cancer ,167000
hsa-mir-99a,epithelial ovarian cancer ,167000
hsa-let-7a-3,epithelial ovarian cancer ,167000
hsa-mir-224,epithelial ovarian cancer ,167000
hsa-mir-145,epithelial ovarian cancer ,167000
hsa-mir-124a,epithelial ovarian cancer ,167000
hsa-mir-199b,epithelial ovarian cancer ,167000
hsa-mir-182,epithelial ovarian cancer ,167000
hsa-mir-368,epithelial ovarian cancer ,167000
hsa-mir-150,epithelial ovarian cancer ,167000
hsa-let-7c,epithelial ovarian cancer ,167000
hsa-mir-21,epithelial ovarian cancer ,167000
hsa-mir-100,esophageal adenocarcinoma,614266
hsa-mir-133a,esophageal adenocarcinoma,614266
hsa-mir-151a,esophageal adenocarcinoma,614266
hsa-mir-196a,esophageal adenocarcinoma,614266
hsa-mir-199a,esophageal adenocarcinoma,614266
hsa-mir-199a,esophageal adenocarcinoma,614266
hsa-mir-199b,esophageal adenocarcinoma,614266
hsa-mir-200a,esophageal adenocarcinoma,614266
hsa-mir-203,esophageal adenocarcinoma,614266
hsa-mir-223,esophageal adenocarcinoma,614266
hsa-mir-375,esophageal adenocarcinoma,614266
hsa-mir-382,esophageal adenocarcinoma,614266
hsa-mir-100,esophageal cancer,133239
hsa-mir-101,esophageal cancer,133239
hsa-mir-10b,esophageal cancer,133239
hsa-mir-124,esophageal cancer,133239
hsa-mir-126,esophageal cancer,133239
hsa-mir-130a,esophageal cancer,133239
hsa-mir-140,esophageal cancer,133239
hsa-mir-141,esophageal cancer,133239
hsa-mir-143,esophageal cancer,133239
hsa-mir-145,esophageal cancer,133239
hsa-mir-146b,esophageal cancer,133239
hsa-mir-15a,esophageal cancer,133239
hsa-mir-183,esophageal cancer,133239
hsa-mir-196b,esophageal cancer,133239
hsa-mir-197,esophageal cancer,133239
hsa-mir-199a,esophageal cancer,133239
hsa-mir-200a,esophageal cancer,133239
hsa-mir-203,esophageal cancer,133239
hsa-mir-203a,esophageal cancer,133239
hsa-mir-204,esophageal cancer,133239
hsa-mir-205,esophageal cancer,133239
hsa-mir-20b,esophageal cancer,133239
hsa-mir-21,esophageal cancer,133239
hsa-mir-210,esophageal cancer,133239
hsa-mir-214,esophageal cancer,133239
hsa-mir-214,esophageal cancer,133239
hsa-mir-218,esophageal cancer,133239
hsa-mir-221,esophageal cancer,133239
hsa-mir-223,esophageal cancer,133239
hsa-mir-27a,esophageal cancer,133239
hsa-mir-28,esophageal cancer,133239
hsa-mir-30b,esophageal cancer,133239
hsa-mir-31,esophageal cancer,133239
hsa-mir-328,esophageal cancer,133239
hsa-mir-34a,esophageal cancer,133239
hsa-mir-374a,esophageal cancer,133239
hsa-mir-375,esophageal cancer,133239
hsa-mir-452,esophageal cancer,133239
hsa-mir-454,esophageal cancer,133239
hsa-mir-486,esophageal cancer,133239
hsa-mir-491,esophageal cancer,133239
hsa-mir-503,esophageal cancer,133239
hsa-mir-506,esophageal cancer,133239
hsa-mir-574,esophageal cancer,133239
hsa-mir-96,esophageal cancer,133239
hsa-mir-99b,esophageal cancer,133239
hsa-mir-375,esophageal cancer,133239
hsa-mir-192,esophageal cancer,133239
hsa-mir-194,esophageal cancer,133239
hsa-mir-21,esophageal cancer,133239
hsa-mir-203,esophageal cancer,133239
hsa-mir-223,esophageal cancer,133239
hsa-mir-373,esophageal cancer,133239
hsa-mir-103,esophageal cancer,133239
hsa-mir-196a,esophageal cancer,133239
hsa-mir-205,esophageal cancer,133239
hsa-mir-107,esophageal cancer,133239
hsa-mir-451,esophageal cancer,133239
hsa-let-7a,esophageal cancer,133239
hsa-let-7a-1,esophageal cancer,133239
hsa-let-7a-2,esophageal cancer,133239
hsa-let-7a-3,esophageal cancer,133239
hsa-let-7b,esophageal cancer,133239
hsa-let-7c,esophageal cancer,133239
hsa-let-7d,esophageal cancer,133239
hsa-let-7e,esophageal cancer,133239
hsa-let-7f-1,esophageal cancer,133239
hsa-let-7f-2,esophageal cancer,133239
hsa-let-7g,esophageal cancer,133239
hsa-let-7i,esophageal cancer,133239
hsa-mir-1,esophageal cancer,133239
hsa-mir-100,esophageal cancer,133239
hsa-mir-101,esophageal cancer,133239
hsa-mir-101,esophageal cancer,133239
hsa-mir-106b,esophageal cancer,133239
hsa-mir-1179,esophageal cancer,133239
hsa-mir-126,esophageal cancer,133239
hsa-mir-127,esophageal cancer,133239
hsa-mir-1288,esophageal cancer,133239
hsa-mir-1290,esophageal cancer,133239
hsa-mir-1294,esophageal cancer,133239
hsa-mir-130b,esophageal cancer,133239
hsa-mir-133a,esophageal cancer,133239
hsa-mir-133b,esophageal cancer,133239
hsa-mir-138,esophageal cancer,133239
hsa-mir-141,esophageal cancer,133239
hsa-mir-143,esophageal cancer,133239
hsa-mir-143,esophageal cancer,133239
hsa-mir-144,esophageal cancer,133239
hsa-mir-145,esophageal cancer,133239
hsa-mir-146a,esophageal cancer,133239
hsa-mir-150,esophageal cancer,133239
hsa-mir-153,esophageal cancer,133239
hsa-mir-16,esophageal cancer,133239
hsa-mir-17,esophageal cancer,133239
hsa-mir-181d,esophageal cancer,133239
hsa-mir-183,esophageal cancer,133239
hsa-mir-185,esophageal cancer,133239
hsa-mir-186,esophageal cancer,133239
hsa-mir-18a,esophageal cancer,133239
hsa-mir-192,esophageal cancer,133239
hsa-mir-194,esophageal cancer,133239
hsa-mir-195,esophageal cancer,133239
hsa-mir-19a,esophageal cancer,133239
hsa-mir-19b,esophageal cancer,133239
hsa-mir-200b,esophageal cancer,133239
hsa-mir-202,esophageal cancer,133239
hsa-mir-203,esophageal cancer,133239
hsa-mir-205,esophageal cancer,133239
hsa-mir-208,esophageal cancer,133239
hsa-mir-20a,esophageal cancer,133239
hsa-mir-21,esophageal cancer,133239
hsa-mir-210,esophageal cancer,133239
hsa-mir-214,esophageal cancer,133239
hsa-mir-216a,esophageal cancer,133239
hsa-mir-216b,esophageal cancer,133239
hsa-mir-218,esophageal cancer,133239
hsa-mir-22,esophageal cancer,133239
hsa-mir-223,esophageal cancer,133239
hsa-mir-224,esophageal cancer,133239
hsa-mir-25,esophageal cancer,133239
hsa-mir-26a,esophageal cancer,133239
hsa-mir-27a,esophageal cancer,133239
hsa-mir-27a,esophageal cancer,133239
hsa-mir-29b,esophageal cancer,133239
hsa-mir-29c,esophageal cancer,133239
hsa-mir-302b,esophageal cancer,133239
hsa-mir-30a,esophageal cancer,133239
hsa-mir-31,esophageal cancer,133239
hsa-mir-330,esophageal cancer,133239
hsa-mir-335,esophageal cancer,133239
hsa-mir-33b,esophageal cancer,133239
hsa-mir-340,esophageal cancer,133239
hsa-mir-34a,esophageal cancer,133239
hsa-mir-373,esophageal cancer,133239
hsa-mir-375,esophageal cancer,133239
hsa-mir-424,esophageal cancer,133239
hsa-mir-425,esophageal cancer,133239
hsa-mir-483,esophageal cancer,133239
hsa-mir-486,esophageal cancer,133239
hsa-mir-494,esophageal cancer,133239
hsa-mir-495,esophageal cancer,133239
hsa-mir-518b,esophageal cancer,133239
hsa-mir-613,esophageal cancer,133239
hsa-mir-622,esophageal cancer,133239
hsa-mir-630,esophageal cancer,133239
hsa-mir-644a,esophageal cancer,133239
hsa-mir-655,esophageal cancer,133239
hsa-mir-718,esophageal cancer,133239
hsa-mir-9,esophageal cancer,133239
hsa-mir-92a,esophageal cancer,133239
hsa-mir-93,esophageal cancer,133239
hsa-mir-942,esophageal cancer,133239
hsa-mir-98,esophageal cancer,133239
hsa-mir-99a,esophageal cancer,133239
mir-17,esophageal cancer,133239
mir-18a,esophageal cancer,133239
mir-19a,esophageal cancer,133239
mir-19b,esophageal cancer,133239
mir-20a,esophageal cancer,133239
mir-92a,esophageal cancer,133239
hsa-mir-223,essential thrombocythemia ,187950
hsa-mir-221,extrahepatic cholangiocarcinoma,615619
hsa-mir-34a,extrahepatic cholangiocarcinoma,615619
hsa-mir-368,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-369,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-154,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-222,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-379,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-146b,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-155,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-335,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-29a,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-221,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-214,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-99b,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-29b,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-199a,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-199a*,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-34a,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-199b,facioscapulohumeral muscular dystrophy ,158900
hsa-let-7b,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-132,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-21,facioscapulohumeral muscular dystrophy ,158900
hsa-mir-125b,follicular cancer,613024
hsa-mir-106a*,follicular lymphoma,613024
hsa-mir-202,follicular lymphoma,613024
hsa-mir-210,follicular lymphoma ,613024
hsa-mir-320,follicular lymphoma ,613024
hsa-mir-9,follicular lymphoma ,613024
hsa-mir-155,follicular lymphoma ,613024
hsa-mir-330,follicular lymphoma ,613024
hsa-mir-213,follicular lymphoma ,613024
hsa-mir-139,follicular lymphoma ,613024
hsa-mir-338,follicular lymphoma ,613024
hsa-mir-106a,follicular lymphoma ,613024
hsa-mir-301,follicular lymphoma ,613024
hsa-mir-149,follicular lymphoma ,613024
hsa-mir-9*,follicular lymphoma ,613024
hsa-mir-146b,follicular thyroid carcinoma,607464
hsa-mir-183,follicular thyroid carcinoma,607464
hsa-mir-197,follicular thyroid carcinoma,607464
hsa-mir-199b,follicular thyroid carcinoma,607464
hsa-mir-221,follicular thyroid carcinoma,607464
hsa-mir-346,follicular thyroid carcinoma,607464
hsa-mir-346,follicular thyroid carcinoma ,607464
hsa-mir-197,follicular thyroid carcinoma ,607464
hsa-mir-659,frontotemporal dementia,600274
hsa-mir-122,gallbladder carcinoma,600803
hsa-mir-145,gallbladder carcinoma,600803
hsa-mir-146b,gallbladder carcinoma,600803
hsa-mir-155,gallbladder carcinoma,600803
hsa-mir-182,gallbladder carcinoma,600803
hsa-mir-223,gallbladder carcinoma,600803
hsa-mir-181b,gastric cancer,613659
hsa-mir-182,gastric cancer,613659
hsa-mir-200a,gastric cancer,613659
hsa-mir-216b,gastric cancer,613659
hsa-mir-23a,gastric cancer,613659
hsa-mir-27a,gastric cancer,613659
hsa-mir-302b,gastric cancer,613659
hsa-mir-373,gastric cancer,613659
hsa-mir-449a,gastric cancer,613659
hsa-mir-9,gastric cancer,613659
hsa-let-7a,gastric cancer,613659
hsa-let-7b,gastric cancer,613659
hsa-let-7g,gastric cancer,613659
hsa-mir-1,gastric cancer,613659
hsa-mir-100,gastric cancer,613659
hsa-mir-100,gastric cancer,613659
hsa-mir-101,gastric cancer,613659
hsa-mir-103,gastric cancer,613659
hsa-mir-103a,gastric cancer,613659
hsa-mir-106a,gastric cancer,613659
hsa-mir-106b,gastric cancer,613659
hsa-mir-107,gastric cancer,613659
hsa-mir-10a,gastric cancer,613659
hsa-mir-10b,gastric cancer,613659
hsa-mir-10b,gastric cancer,613659
hsa-mir-1207,gastric cancer,613659
hsa-mir-122,gastric cancer,613659
hsa-mir-1225,gastric cancer,613659
hsa-mir-1228*,gastric cancer,613659
hsa-mir-124,gastric cancer,613659
hsa-mir-124,gastric cancer,613659
hsa-mir-1259,gastric cancer,613659
hsa-mir-125a,gastric cancer,613659
hsa-mir-125b,gastric cancer,613659
hsa-mir-126,gastric cancer,613659
hsa-mir-1266,gastric cancer,613659
hsa-mir-127,gastric cancer,613659
hsa-mir-1271,gastric cancer,613659
hsa-mir-1274a,gastric cancer,613659
hsa-mir-128,gastric cancer,613659
hsa-mir-1284,gastric cancer,613659
hsa-mir-128b,gastric cancer,613659
hsa-mir-129-1,gastric cancer,613659
hsa-mir-129-2,gastric cancer,613659
hsa-mir-129,gastric cancer,613659
hsa-mir-129,gastric cancer,613659
hsa-mir-1290,gastric cancer,613659
hsa-mir-1303,gastric cancer,613659
hsa-mir-130a,gastric cancer,613659
hsa-mir-130b,gastric cancer,613659
hsa-mir-130b*,gastric cancer,613659
hsa-mir-132,gastric cancer,613659
hsa-mir-132,gastric cancer,613659
hsa-mir-133a,gastric cancer,613659
hsa-mir-133b,gastric cancer,613659
hsa-mir-134,gastric cancer,613659
hsa-mir-135a,gastric cancer,613659
hsa-mir-135a,gastric cancer,613659
hsa-mir-135b,gastric cancer,613659
hsa-mir-137,gastric cancer,613659
hsa-mir-138,gastric cancer,613659
hsa-mir-140,gastric cancer,613659
hsa-mir-141,gastric cancer,613659
hsa-mir-143,gastric cancer,613659
hsa-mir-144,gastric cancer,613659
hsa-mir-145,gastric cancer,613659
hsa-mir-145,gastric cancer,613659
hsa-mir-146a,gastric cancer,613659
hsa-mir-146a,gastric cancer,613659
hsa-mir-147,gastric cancer,613659
hsa-mir-148a,gastric cancer,613659
hsa-mir-148b,gastric cancer,613659
hsa-mir-149,gastric cancer,613659
hsa-mir-149,gastric cancer,613659
hsa-mir-150,gastric cancer,613659
hsa-mir-151,gastric cancer,613659
hsa-mir-152,gastric cancer,613659
hsa-mir-153,gastric cancer,613659
hsa-mir-155,gastric cancer,613659
hsa-mir-155,gastric cancer,613659
hsa-mir-15a,gastric cancer,613659
hsa-mir-17,gastric cancer,613659
hsa-mir-17,gastric cancer,613659
hsa-mir-181a,gastric cancer,613659
hsa-mir-181a-2*,gastric cancer,613659
hsa-mir-181a,gastric cancer,613659
hsa-mir-181b,gastric cancer,613659
hsa-mir-181c,gastric cancer,613659
hsa-mir-182,gastric cancer,613659
hsa-mir-183,gastric cancer,613659
hsa-mir-185,gastric cancer,613659
hsa-mir-185,gastric cancer,613659
hsa-mir-186,gastric cancer,613659
hsa-mir-187,gastric cancer,613659
hsa-mir-18a,gastric cancer,613659
hsa-mir-190,gastric cancer,613659
hsa-mir-191,gastric cancer,613659
hsa-mir-192,gastric cancer,613659
hsa-mir-193b,gastric cancer,613659
hsa-mir-194,gastric cancer,613659
hsa-mir-195,gastric cancer,613659
hsa-mir-195,gastric cancer,613659
hsa-mir-196a,gastric cancer,613659
hsa-mir-196a*,gastric cancer,613659
hsa-mir-196a,gastric cancer,613659
hsa-mir-196b,gastric cancer,613659
hsa-mir-197,gastric cancer,613659
hsa-mir-199a,gastric cancer,613659
hsa-mir-199a,gastric cancer,613659
hsa-mir-199a,gastric cancer,613659
hsa-mir-19a,gastric cancer,613659
hsa-mir-19b,gastric cancer,613659
hsa-mir-200a,gastric cancer,613659
hsa-mir-200b,gastric cancer,613659
hsa-mir-200c,gastric cancer,613659
hsa-mir-202,gastric cancer,613659
hsa-mir-203,gastric cancer,613659
hsa-mir-204,gastric cancer,613659
hsa-mir-204,gastric cancer,613659
hsa-mir-205,gastric cancer,613659
hsa-mir-206,gastric cancer,613659
hsa-mir-208a,gastric cancer,613659
hsa-mir-20a,gastric cancer,613659
hsa-mir-20a,gastric cancer,613659
hsa-mir-20b,gastric cancer,613659
hsa-mir-21,gastric cancer,613659
hsa-mir-210,gastric cancer,613659
hsa-mir-211,gastric cancer,613659
hsa-mir-212,gastric cancer,613659
hsa-mir-214,gastric cancer,613659
hsa-mir-215,gastric cancer,613659
hsa-mir-216b,gastric cancer,613659
hsa-mir-217,gastric cancer,613659
hsa-mir-218,gastric cancer,613659
hsa-mir-22,gastric cancer,613659
hsa-mir-221,gastric cancer,613659
hsa-mir-221*,gastric cancer,613659
hsa-mir-222,gastric cancer,613659
hsa-mir-223,gastric cancer,613659
hsa-mir-224,gastric cancer,613659
hsa-mir-23a,gastric cancer,613659
hsa-mir-23b,gastric cancer,613659
hsa-mir-24,gastric cancer,613659
hsa-mir-25,gastric cancer,613659
hsa-mir-26a,gastric cancer,613659
hsa-mir-26b,gastric cancer,613659
hsa-mir-27a,gastric cancer,613659
hsa-mir-27a,gastric cancer,613659
hsa-mir-27b,gastric cancer,613659
hsa-mir-27b,gastric cancer,613659
hsa-mir-296,gastric cancer,613659
hsa-mir-29a,gastric cancer,613659
